Function name;Count;Files name
make_array;3;['http_keepalive.inc', 'http_keepalive.inc', 'http_keepalive.inc']
enable_keepalive;3;['http_keepalive.inc', 'http_keepalive.inc', 'http_keepalive.inc']
_ExtractTime;6;['smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
strstr;4;['http_func.inc', 'http_keepalive.inc', 'secpod_smb_func.inc', 'smb_nt.inc']
bn_cmp;1;['ssh_func.inc']
dsa_do_verify;1;['ssh_func.inc']
smb_neg_prot_value;3;['smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
slack_elt_cmp;2;['slackware.inc', 'slackware.inc']
unpack_uint_32;3;['bin.inc', 'bin.inc', 'bin.inc']
http_recv_headers2;8;['http_func.inc', 'http_func.inc', 'http_func.inc', 'http_func.inc', 'http_func.inc', 'http_keepalive.inc', 'http_keepalive.inc', 'http_keepalive.inc']
hotfix_missing;1;['secpod_ie_supersede.inc']
